model,scenario,region,variable,unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM 3.0,SSP1 - High Emissions,World,Emissions|CH4,Mt CH4/yr,378.9461758,378.9006729,378.8551918,378.8096301,378.7638855,379.2937534,379.8230892,380.3518929,380.8802665,381.4080058,380.7313305,380.0550693,379.3791204,378.7036874,378.0286685,377.2288951,376.4296343,375.6308862,374.8326508,374.034928,372.1972076,370.3608208,368.5256663,366.691947,364.8595614,362.7107384,360.563399,358.4177459,356.2736778,354.1311946,354.9832766,355.8346737,356.6852845,357.5350081,358.3840466,358.5689806,358.753655,358.9380697,359.1222247,359.3061201,359.3279331,359.3497159,359.371267,359.3927878,359.4140769,359.2785611,359.1430392,359.0074107,358.8718766,358.7363365,358.4543641,358.1725025,357.8906515,357.6090116,357.3274826,357.055179,356.7830791,356.5109825,356.2390895,355.9672,354.83,353.6929,352.5557,351.4185,350.2814,349.3128,348.3442,347.3756,346.4071,345.4385,343.4384,341.4383,339.4381,337.438,335.4379,333.4495,331.4611,329.4726,327.4842,325.4958
AIM 3.0,SSP1 - High Emissions,World,Emissions|CO,Mt CO/yr,767.6208765,733.5309177,699.3757568,665.1555724,630.8702753,613.8565102,596.8099414,579.7305687,562.6183923,545.473412,540.2491071,535.0142619,529.7686964,524.5125908,519.2458551,514.0509144,508.8454957,503.629599,498.4032243,493.1663717,488.567397,483.959045,479.3414976,474.7146638,470.0784525,465.3592652,460.6305651,455.8925351,451.1449921,446.3881194,442.5267473,438.6576019,434.7807751,430.8960833,427.0037102,423.332368,419.6536676,415.9676088,412.2741917,408.5734163,404.9330409,401.2854294,397.6306747,393.9685913,390.2993647,386.3952788,382.483641,378.5642655,374.6373384,370.7026734,366.9684613,363.2268832,359.4781258,355.7220022,351.9586996,349.0358711,346.1072795,343.1729248,340.2328072,337.2869264,333.3679455,329.441581,325.5077387,321.5664186,317.6175263,314.0360809,310.4477246,306.8526468,303.2507528,299.6419476,296.2723717,292.8963166,289.5139727,286.1251493,282.7300373,278.9050457,275.0729292,271.2336878,267.3873215,263.5338303
AIM 3.0,SSP1 - High Emissions,World,Emissions|CO2|AFOLU,Mt CO2/yr,3555.369437,3571.144833,3586.920128,3602.695524,3618.47092,3629.491616,3640.512312,3651.533008,3662.553703,3673.574399,3191.304895,2709.035391,2226.765787,1744.496283,1262.226778,779.8281743,297.4296701,-184.9688341,-667.3674382,-1149.765942,-1337.427647,-1525.089451,-1712.751155,-1900.412859,-2088.074563,-2275.650967,-2463.227371,-2650.803776,-2838.38018,-3025.956584,-3186.026688,-3346.096792,-3506.166896,-3666.237001,-3826.307105,-3985.879309,-4145.451513,-4305.023717,-4464.595921,-4624.168126,-4790.06343,-4955.958734,-5121.854038,-5287.749442,-5453.644746,-5617.878651,-5782.112655,-5946.346559,-6110.580563,-6274.814467,-6431.517371,-6588.220276,-6744.92308,-6901.625984,-7058.328888,-7213.227292,-7368.125696,-7523.0241,-7677.922505,-7832.820909,-8002.791013,-8172.761117,-8342.731321,-8512.701425,-8682.67153,-8850.870934,-9019.070438,-9187.269842,-9355.469346,-9523.66875,-9680.571055,-9837.473259,-9994.375563,-10151.27777,-10308.18007,-10463.10048,-10618.02098,-10772.94138,-10927.86189,-11082.78229
AIM 3.0,SSP1 - High Emissions,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36334.87586,36694.10625,37052.40295,37409.76609,37766.19576,37367.14603,36968.92571,36571.53478,36174.97315,35779.24103,35912.70262,36045.75195,36178.38893,36310.61334,36442.4256,36444.5499,36446.56725,36448.47807,36450.28205,36451.9794,36092.50277,35733.77796,35375.80519,35018.58424,34662.11533,34170.18253,33679.32743,33189.55014,32700.85076,32213.22909,32248.2588,32283.11112,32317.78584,32352.28307,32386.60301,32247.12959,32107.89926,31968.91172,31830.16716,31691.66529,31576.5151,31461.5513,31346.77409,31232.18358,31117.77956,30999.12816,30880.67422,30762.41754,30644.35852,30526.49696,30379.39588,30232.56486,30086.004,29939.71309,29793.69234,29694.88903,29596.23928,29497.7432,29399.40067,29301.2116,29071.323,28841.4346,28611.546,28381.6576,28151.769,28017.4567,27883.1446,27748.8322,27614.5199,27480.2076,27209.156,26938.1045,26667.0529,26396.0013,26124.9498,25984.8883,25844.8269,25704.7654,25564.704,25424.6425
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-125,kt HFC125/yr,103.1366,105.4808741,107.8251483,110.1694224,112.5136966,114.8579707,117.2022448,119.546519,121.8906917,124.2349658,127.3239789,130.4130934,133.5021064,136.5911194,139.6801325,142.7691455,145.8581586,148.9471716,152.0361846,155.1251977,158.8491965,162.5730939,166.2970927,170.0210915,173.7449889,177.4689877,181.1928851,184.9168839,188.6407813,192.3647801,196.5909857,200.8171913,205.0433969,209.2696025,213.4958081,217.7220137,221.9482193,226.1745264,230.400732,234.6269376,239.1630284,243.6991193,248.2352101,252.7713009,257.3072903,261.8433812,266.379472,270.9155628,275.4516537,279.9877445,284.4050545,288.8223644,293.2396744,297.6570857,302.0743957,306.4917057,310.9090156,315.3263256,319.7436355,324.1609455,325.2339294,326.3068119,327.3797958,328.4527798,329.5256623,330.5986462,331.6715287,332.7445127,333.8173952,334.8903791,334.0995885,333.308798,332.5180074,331.7273182,330.9365276,330.1457371,329.3549465,328.5641559,327.7734667,326.9826762
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-134a,kt HFC134a/yr,273.2599,283.9303069,294.6006101,305.2709133,315.9413202,326.6116234,337.2819266,347.9523335,358.6226367,369.29294,383.6166442,397.9403484,412.2639489,426.5876531,440.9112537,455.2349579,469.5585584,483.8822626,498.2059668,512.5295674,525.9557849,539.3818988,552.8081164,566.2342303,579.6604479,593.0865618,606.5127794,619.9388933,633.3651108,646.7913284,654.243184,661.6951433,669.1471026,676.5990618,684.0510211,691.5029804,698.9548359,706.4067952,713.8587545,721.3107138,729.1801039,737.0495976,744.9189877,752.7883778,760.6578716,768.5272617,776.3967555,784.2661456,792.1355356,800.0050294,807.5764324,815.147939,822.7194457,830.2909523,837.862459,845.4339656,853.0053686,860.5768752,868.1483819,875.7198885,875.8174549,875.915125,876.0127951,876.1103616,876.2080317,876.3055981,876.4032682,876.5009383,876.5985047,876.6961748,872.8124922,868.9288095,865.0451269,861.161548,857.2778653,853.3941827,849.5105,845.6268174,841.7431348,837.8595558
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-143a,kt HFC143a/yr,31.8075,32.53047385,33.25344769,33.97642154,34.69939538,35.42236923,36.14534307,36.86831692,37.59129077,38.31426461,39.2669642,40.21958766,41.17221113,42.12491071,43.07753418,44.03023376,44.98285723,45.93555681,46.88818028,47.84087987,48.98935632,50.13783278,51.28630924,52.43478569,53.58326215,54.73173861,55.88013894,57.0286154,58.17709186,59.32556831,60.62894599,61.93232366,63.23570134,64.53907902,65.84245669,67.14583437,68.44921204,69.75258972,71.05596739,72.35934507,73.75825151,75.15715794,76.5561405,77.95504693,79.35395337,80.75293593,82.15184236,83.55082492,84.94973136,86.34863779,87.71100733,89.07330076,90.43559418,91.7978876,93.16018102,94.52255056,95.88484398,97.2471374,98.60943083,99.97172425,100.3026876,100.6335749,100.9644622,101.2953495,101.6262367,101.957124,102.2880113,102.6188985,102.9497858,103.2807492,103.0368654,102.7929816,102.5490978,102.3052141,102.0613303,101.8174465,101.5735627,101.3296789,101.0858712,100.8419875
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-152a,kt HFC152a/yr,49.7374,50.3700478,51.0026956,51.6353434,52.2679912,52.8966094,53.5292572,54.161905,54.7945528,55.4272006,56.29759503,57.16798945,58.03838388,58.9087783,59.77917273,60.64956716,61.51996158,62.39035601,63.26075043,64.13114486,65.34405561,66.56099597,67.77390672,68.99084707,70.20375782,71.42069818,72.63360893,73.85054928,75.06346003,76.28040039,76.34084445,76.40531811,76.46576216,76.52620622,76.59067988,76.65112394,76.711568,76.77604166,76.83648572,76.89692977,76.90095938,76.90498898,76.90901859,76.91707779,76.9211074,76.925137,76.9291666,76.93319621,76.93722581,76.94125542,76.925137,76.91304819,76.90095938,76.88484096,76.87275215,76.85663374,76.84454492,76.82842651,76.8163377,76.80021928,76.70753839,76.6108279,76.51411741,76.41740692,76.32472603,76.22801554,76.13130505,76.03459456,75.93788406,75.84520318,75.64372298,75.44224279,75.2407626,75.03928241,74.84183182,74.64035163,74.43887144,74.23739125,74.03591106,73.83846047
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-227ea,kt HFC227ea/yr,5.8267,5.980145894,6.133591788,6.286905058,6.440350951,6.593664221,6.747110115,6.900556009,7.053869279,7.207315173,7.409434051,7.611685553,7.813804432,8.01592331,8.218174812,8.420293691,8.622545193,8.824664071,9.026915573,9.229034452,9.515104281,9.801174111,10.08724394,10.37344639,10.65951622,10.94558605,11.23165588,11.51772571,11.80379554,12.08986537,12.09185473,12.09384409,12.09583345,12.09782281,12.09981217,12.10180153,12.10379089,12.10578025,12.1077696,12.10975896,12.0922526,12.07474624,12.05710726,12.0396009,12.02196192,12.00445556,11.98681657,11.96931022,11.95180386,11.93416487,11.90737484,11.88045218,11.85366214,11.82673948,11.79994945,11.77302679,11.74623676,11.7193141,11.69252406,11.6656014,11.61613267,11.56653132,11.51692997,11.46746124,11.41785989,11.36825854,11.31865719,11.26918846,11.21958711,11.16998575,11.10606102,11.04213628,10.97821154,10.91428681,10.85036207,10.78643733,10.72251259,10.65858786,10.59466312,10.53073838
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-23,kt HFC23/yr,15.53380421,14.95362262,14.37354433,13.79346605,13.21338777,12.63330949,12.0531279,11.47304962,10.89297134,10.31289306,9.941601633,9.570310209,9.199122094,8.827830671,8.456539247,8.085247824,7.714059709,7.342768285,6.971476862,6.600288747,6.362678765,6.125068784,5.887458802,5.64984882,5.412238839,5.174628857,4.937018875,4.699408894,4.461798912,4.224188931,4.072118542,3.920048154,3.767977766,3.615907377,3.463836989,3.311766601,3.159696213,3.007625824,2.855555436,2.703485048,2.606168264,2.50885148,2.411431388,2.314114604,2.21679782,2.119481036,2.022164253,1.924847469,1.827530685,1.730213901,1.667918763,1.605623624,1.543328485,1.481033347,1.418738208,1.356443069,1.294147931,1.231956101,1.169660962,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823,1.107365823
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-236fa,kt HFC236fa/yr,0.3282,0.344568839,0.360937679,0.377306518,0.39367389,0.41004273,0.426411569,0.442778941,0.459147781,0.47551662,0.50058567,0.52565472,0.55072377,0.57579282,0.60086187,0.62593092,0.650998503,0.676067553,0.701136603,0.726205653,0.756391525,0.786577396,0.816763268,0.846949139,0.877135011,0.907322349,0.937508221,0.967694092,0.997879964,1.028065835,1.057601649,1.08713893,1.116676211,1.146213492,1.175749305,1.205286586,1.234823867,1.264359681,1.293896962,1.323434243,1.355022948,1.386611653,1.418200359,1.449789064,1.481377769,1.512966474,1.544555179,1.576143885,1.60773259,1.639321295,1.670912935,1.702504575,1.734097683,1.765689323,1.79728243,1.82887407,1.860467178,1.892058818,1.923651925,1.955243565,1.958655268,1.962066972,1.965478675,1.968888911,1.972300615,1.975712318,1.979122554,1.982534258,1.985945961,1.989357665,1.981780014,1.974202364,1.966624714,1.959047064,1.951469414,1.943891764,1.936314114,1.928737931,1.921160281,1.913582631
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-245fa,kt HFC245fa/yr,13.3898,14.05761074,14.72542149,15.39323223,16.06098311,16.72879386,17.3966046,18.06435548,18.73216623,19.39997697,20.42273616,21.44549535,22.46825454,23.49101373,24.51377292,25.53653211,26.55923143,27.58199062,28.60474981,29.627509,30.85902266,32.09053632,33.32204997,34.55356363,35.78507728,37.01665081,38.24816446,39.47967812,40.71119177,41.94270543,43.14769823,44.35275089,45.55780356,46.76285623,47.96784902,49.17290169,50.37795436,51.58294715,52.78799982,53.99305248,55.28179851,56.57054453,57.85929056,59.14803658,60.43678261,61.72552863,63.01427466,64.30302068,65.59176671,66.88051273,68.16937849,69.45824425,70.74716987,72.03603563,73.32496125,74.61382701,75.90275263,77.19161839,78.48054401,79.76940977,79.90859937,80.04778897,80.18697857,80.3261083,80.4652979,80.6044875,80.74361724,80.88280683,81.02199643,81.16118603,80.85203546,80.54288488,80.2337343,79.92458373,79.61543315,79.30628257,78.99713199,78.68804128,78.37889071,78.06974013
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-32,kt HFC32/yr,83.7911,85.62667833,87.46225665,89.29783498,91.13341331,92.96885813,94.80443645,96.64001478,98.47559311,100.3111714,102.6939921,105.0768129,107.4596336,109.8423208,112.2251415,114.6079622,116.9907829,119.3736036,121.7564243,124.1392451,126.9476839,129.7561227,132.5645616,135.3730004,138.1814393,140.9898781,143.798317,146.6067558,149.4150612,152.2235,155.3715789,158.5196578,161.6677367,164.8158156,167.9640281,171.112107,174.2601859,177.4082648,180.5563437,183.7044226,187.0394104,190.3743981,193.7093859,197.0442401,200.3792279,203.7142156,207.0492034,210.3841911,213.7191789,217.0541666,220.2402948,223.4264231,226.6126848,229.798813,232.9849412,236.1710694,239.3571976,242.5434593,245.7295875,248.9157158,249.7724258,250.6291358,251.4857123,252.3424223,253.1991324,254.0558424,254.9125524,255.7692624,256.6259725,257.482549,256.9220895,256.3614965,255.8009034,255.2404439,254.6798509,254.1193914,253.5587984,252.9982054,252.4377459,251.8771528
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-365mfc,kt HFC365mfc/yr,4.443,4.616492773,4.78998386,4.963474948,5.136967721,5.310458808,5.483949896,5.657442669,5.830933756,6.004424843,6.237317477,6.470210111,6.703101059,6.935993693,7.168884641,7.401777274,7.634668222,7.867560856,8.10045349,8.333344438,8.551644616,8.769943107,8.988243285,9.206541777,9.424841954,9.643140446,9.861440624,10.07973912,10.29803929,10.51633947,10.63750103,10.75866427,10.87982751,11.00099075,11.12215399,11.24331723,11.36447878,11.48564202,11.60680527,11.72796851,11.85591886,11.98387089,12.11182125,12.2397716,12.36772363,12.49567399,12.62362602,12.75157637,12.87952672,13.00747876,13.13058407,13.25369106,13.37679805,13.49990504,13.62301203,13.74611902,13.86922433,13.99233132,14.11543831,14.2385453,14.24013166,14.2417197,14.24330774,14.2448941,14.24648214,14.2480685,14.24965654,14.25124458,14.25283094,14.25441898,14.19127323,14.12812747,14.06498172,14.00183766,13.9386919,13.87554615,13.8124004,13.74925465,13.68610889,13.62296483
AIM 3.0,SSP1 - High Emissions,World,Emissions|HFC-4310mee,kt HFC4310/yr,0.846,0.856760917,0.867521834,0.878282751,0.889043668,0.899736045,0.910496962,0.921257879,0.932018796,0.942779713,0.957584542,0.97238937,0.987194199,1.001999028,1.016803856,1.031608685,1.046413514,1.061218342,1.076023171,1.090828,1.111458803,1.132158146,1.152788949,1.173488293,1.194119096,1.21481844,1.235449242,1.256148586,1.276779389,1.297478733,1.298506846,1.2996035,1.300631613,1.301659726,1.30275638,1.303784493,1.304812606,1.30590926,1.306937373,1.307965487,1.308034027,1.308102568,1.308171109,1.308308191,1.308376732,1.308445273,1.308513813,1.308582354,1.308650895,1.308719436,1.308445273,1.30823965,1.308034027,1.307759864,1.307554241,1.307280078,1.307074455,1.306800292,1.306594669,1.306320506,1.304744065,1.303099085,1.301454104,1.299809123,1.298232682,1.296587702,1.294942721,1.29329774,1.291652759,1.290076319,1.286649275,1.283222231,1.279795188,1.276368144,1.273009641,1.269582597,1.266155554,1.26272851,1.259301466,1.255942964
