model,scenario,region,variable,unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM 3.0,SSP2 - High Emissions,World,Emissions|CFC-113,kt CFC113/yr,0,0.205350681,2.136683932,2.231180302,2.018984598,2.116796526,2.217924012,2.322367056,2.120118026,2.227876627,2.028943156,2.140017315,2.254407032,2.062104676,2.179809951,2.300830784,2.115159544,2.239495935,2.057140252,2.184792201,2.315759707,2.140035141,1.964310574,2.408601269,1.929500187,2.37710644,2.211328547,2.045550654,2.189780392,2.027318057,2.174863353,2.325724206,2.169892987,2.014061767,2.168238179,2.325730148,2.176530044,2.027329941,2.188137468,2.352260553,1.899683934,2.37381465,2.23456122,2.09530779,1.956054359,2.436816191,1.994186246,2.168256004,2.345641321,1.906326933,2.393719881,1.957721051,2.138421925,2.322438358,2.199762717,2.077087076,2.264419066,2.145058983,2.0256989,2.216346448,2.100301923,2.294265029,2.181536061,2.068807094,2.266085758,2.156672348,2.047258939,2.24785316,2.141755309,2.345665088,1.932875164,2.446792574,2.037318207,2.244543544,2.145076809,2.045610073,2.256150968,2.15999979,2.063848612,2.063848612
AIM 3.0,SSP2 - High Emissions,World,Emissions|CFC-114,kt CFC114/yr,0,0.099703672,0.93383774,0.926396776,0.918955812,0.911514847,0.904073883,0.896632919,0.889191954,0.88175099,0.874310026,0.866869061,1.141441301,0.853475326,0.846034361,0.838593397,0.831152433,1.105724672,0.817758697,0.810317733,1.084889972,0.796923997,1.071496236,0.783530261,1.0581025,0.770136525,1.044708765,0.75674279,1.031315029,0.743349054,1.017921293,0.729955318,1.004527557,0.998574786,0.710608811,0.98518105,0.979228279,0.973275507,0.967322736,0.679356761,0.953929,0.947976229,0.942023457,0.936070686,0.930117914,0.924165143,0.918212371,0.9122596,0.906306828,0.900354057,0.894401286,0.888448514,0.882495743,0.876542971,0.8705902,0.864637428,0.858684657,1.134745089,0.848267307,0.842314535,0.836361764,1.112422196,0.825944414,0.819991642,1.096052075,0.809574292,0.803621521,1.079681953,0.793204171,0.787251399,1.063311832,0.776834049,1.052894482,0.766416699,1.042477131,0.755999349,1.032059781,1.027595203,0.741117421,0.741117421
AIM 3.0,SSP2 - High Emissions,World,Emissions|CFC-115,kt CFC115/yr,0,0,0.152278579,0,0.150866412,0,0.149454245,0,0,0.147100634,0,0.145688467,0,0,0.143334856,0,0.141922689,0,0.140510522,0,0.139098355,0,0.137686189,0,0,0.135332577,0,0.133920411,0,0.132508244,0,0.131096077,0,0.12968391,0,0.128271743,0,0.126859577,0,0.12544741,0,0.124035243,0,0.122623076,0,0.121210909,0,0.119798743,0,0.118386576,0,0.116974409,0.116503687,0,0.11509152,0,0.113679353,0,0.112267187,0,0.11085502,0.110384298,0,0.108972131,0,0.107559964,0,0.106147797,0.105677075,0,0.104264908,0,0.102852741,0.102382019,0,0.100969852,0,0.099557686,0.099086963,0.099086963
AIM 3.0,SSP2 - High Emissions,World,Emissions|CFC-12,kt CFC12/yr,22.19505775,20.46570832,18.72660514,17.17770185,15.8209492,14.45834429,13.48979444,12.31934018,11.14498442,10.36663446,9.588284494,8.809934532,8.03158457,7.453188259,6.676789049,6.300297142,5.727753086,5.357113435,4.790421635,4.425634238,4.064748346,3.707763957,3.554634723,3.207404092,2.864074966,2.724600994,2.391025627,2.261305414,2.137437457,1.819468103,1.905307557,1.599042714,1.496633027,1.400075595,1.109416766,1.222566745,1.143566079,0.870464016,1.001170761,0.739773209,0.682230813,0.830494323,0.586653538,0.546667907,0.512534532,0.484253413,0.461824548,0.44524794,0.434523586,0.229697836,0.428680893,0.235559654,0.24629357,0.262879741,0.285318168,0.31360885,0.147798136,0.185842577,0.029785622,0.277537473,0.133185029,0.19268774,0.058089054,0.127345523,0.002500597,0.081510825,0.166373309,0.057134397,0.15175064,0.052265486,0,0.064953341,0,0.097148715,0.021072582,0.148851606,0.082529232,0.020108363,0,0
AIM 3.0,SSP2 - High Emissions,World,Emissions|CH2Cl2,kt CH2Cl2/yr,1517.292983,1558.682029,1600.07059,1641.459635,1682.84868,1724.237725,1765.62677,1807.015816,1848.404377,1889.793422,1935.05891,1980.324397,2025.589401,2070.854889,2116.120377,2161.385864,2206.650868,2251.916356,2297.181844,2342.447331,2387.38329,2432.319249,2477.255207,2522.191166,2567.127125,2612.063083,2656.999042,2701.935001,2746.871443,2791.807402,2831.876879,2871.946356,2912.015349,2952.084827,2992.154304,3032.223781,3072.293258,3112.362735,3152.432213,3192.50169,3238.139289,3283.777372,3329.414971,3375.05257,3420.690653,3466.328252,3511.965851,3557.603934,3603.241533,3648.879133,3687.525973,3726.17233,3764.819171,3803.466011,3842.112368,3880.759209,3919.405565,3958.052406,3996.698763,4035.345603,4079.000705,4122.655323,4166.310425,4209.965527,4253.620145,4297.275247,4340.930349,4384.585451,4428.240069,4471.895171,4513.664069,4555.432968,4597.201867,4638.97125,4680.740148,4722.509047,4764.277946,4806.046845,4847.816227,4889.585126
AIM 3.0,SSP2 - High Emissions,World,Emissions|CH3Br,kt CH3Br/yr,138.4046023,137.5959448,136.7907567,135.9901786,135.1919266,134.3971441,133.6058309,132.8179871,132.0336127,131.2527077,130.7423695,130.2342516,129.7283538,129.2246762,128.7232189,128.2239817,127.7269647,127.232168,126.7395914,126.249235,125.9287891,125.608667,125.2899672,124.973778,124.6579204,124.3434852,124.0304724,123.7199597,123.409789,123.1010408,122.8985526,122.6969724,122.4963002,122.2954741,122.0966206,121.8986751,121.7016376,121.5044568,121.309238,121.1149272,120.9862232,120.8581018,120.730563,120.6036067,120.4772332,120.3524726,120.2272615,120.1026331,119.9785873,119.8551241,119.7729349,119.6911184,119.6096745,119.5286032,119.4479046,119.3675787,119.2876254,119.2080448,119.1288369,119.0500016,118.8969771,118.7439526,118.5909282,118.4379037,118.2848793,118.1875001,118.0901209,117.9927417,117.8943688,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896,117.7969896
AIM 3.0,SSP2 - High Emissions,World,Emissions|CH3CCl3,kt CH3CCl3/yr,1.590139341,1.570380153,1.682339138,1.683801699,1.530861777,1.664042511,1.642820762,1.665505071,1.48988084,1.556471207,1.666967632,1.579155516,1.733557998,1.447437343,1.601839825,1.800148365,1.557933768,1.51402771,1.71233625,1.71233625,1.470121652,1.668430192,1.668430192,1.668430192,1.426215595,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135,1.624524135
AIM 3.0,SSP2 - High Emissions,World,Emissions|CH3Cl,kt CH3Cl/yr,5383.871588,5366.364876,5348.931124,5331.576727,5314.301686,5297.106002,5279.989673,5262.9527,5245.995083,5229.123071,5217.759197,5206.452347,5195.196274,5183.984794,5172.830289,5161.72656,5150.673608,5139.665313,5128.713929,5117.81332,5110.350082,5102.919352,5095.52113,5088.155417,5080.828216,5073.527503,5066.259299,5059.023603,5051.820416,5044.655658,5039.625727,5034.622505,5029.634199,5024.67257,5019.73173,5014.805855,5009.906608,5005.022358,5000.164704,4995.327839,4991.820889,4988.327264,4984.852672,4981.385679,4977.93201,4974.497325,4971.070289,4967.656576,4964.261798,4960.874717,4958.320942,4955.770116,4953.23338,4950.705156,4948.185444,4945.668747,4943.166075,4940.671915,4938.186266,4935.703698,4932.640737,4929.572346,4926.503954,4923.435562,4920.372602,4918.412089,4916.451577,4914.496496,4912.535984,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472,4910.575472
AIM 3.0,SSP2 - High Emissions,World,Emissions|CHCl3,kt CHCl3/yr,403.9480844,398.7935658,393.6611618,388.5581427,383.4699508,378.4038734,373.3599104,368.3380619,363.3383278,358.3607082,355.1077272,351.8688981,348.6442209,345.4336956,342.2373222,339.0551007,335.8870312,332.7331136,329.5933478,326.467734,324.425158,322.3846457,320.3532,318.3377569,316.3244277,314.320165,312.3249689,310.3457085,308.3686289,306.4006159,305.1099219,303.8250158,302.5458976,301.2657985,299.9982728,298.7365351,297.4805852,296.2237213,294.979364,293.7407945,292.9204135,292.1037461,291.2907923,290.4815522,289.6760256,288.8807807,288.0826647,287.2882623,286.4975736,285.7105984,285.1867106,284.6651981,284.146061,283.6292993,283.1149129,282.602902,282.0932664,281.5860062,281.0811214,280.578612,279.6032084,278.6278048,277.6524012,276.6769977,275.7015941,275.0808827,274.4601714,273.83946,273.2124149,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035,272.5917035
AIM 3.0,SSP2 - High Emissions,World,Emissions|Halon-1202,kt Halon1202/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIM 3.0,SSP2 - High Emissions,World,Emissions|Halon-1211,kt Halon1211/yr,2.76297711,2.329188566,2.439828115,2.286757538,2.133686962,1.980616385,2.108263776,1.972201041,1.836138306,1.700075571,1.564012836,1.427950102,1.572605334,1.453550441,1.334495548,1.215440655,1.377103729,1.275056678,0.89229166,1.334672702,0.968915525,0.866868474,1.04553939,0.960500181,0.875460972,0.790421762,0.705382553,0.620343344,0.816022102,0.747990734,0.679959367,0.611928,0.543896632,0.475865265,0.688551865,0.356810372,0.569496972,0.518473446,0.467449921,0.416426395,0.36540287,0.314379344,0.544073786,0.229340135,0.459034576,0.144300926,0.373995367,0.339979684,0.305964,0.271948316,0.237932632,0.203916949,0.169901265,0.135885581,0.382587865,0.084862056,0.331564339,0.03383853,0.280540814,0.263532972,0,0.212509446,0.195501605,0.178493763,0.161485921,0.144478079,0.127470237,0.110462395,0.093454553,0.076446712,0.05943887,0.042431028,0.025423186,0.289133311,0.008415344,0,0.255117628,0,0,0
AIM 3.0,SSP2 - High Emissions,World,Emissions|Halon-1301,kt Halon1301/yr,1.14014942,1.14014942,1.14014942,1.14014942,0.893396726,1.136745989,1.136745989,0.889993294,1.133342558,0.886589863,1.129939126,0.883186432,1.126535695,0.879783001,0.87637957,0.872976139,0.869572708,0.866169277,0.862765846,0.859362415,0.855958983,0.852555552,0.849152121,0.598995996,0.838941828,0.835538397,0.832134966,0.58197884,0.821924672,0.571768547,0.811714379,0.561558254,0.801504086,0.551347961,0.791293792,0.541137667,0.781083499,0.530927374,0.524120512,0.764066344,0.513910218,0.507103356,0.747049188,0.496893063,0.490086201,0.483279338,0.72322517,0.473069045,0.466262183,0.459455321,0.452648458,0.69259429,0.442438165,0.435631303,0.428824441,0.422017579,0.415210716,0.408403854,0.401596992,0.641542824,0.391386699,0.384579836,0.377772974,0.370966112,0.36415925,0.357352388,0.350545525,0.343738663,0.583684495,0.33352837,0.326721508,0.319914645,0.313107783,0.306300921,0.299494059,0.292687197,0.532633029,0.282476903,0.275670041,0.275670041
AIM 3.0,SSP2 - High Emissions,World,Emissions|Halon-2402,kt Halon2402/yr,0.145021598,0.129751383,0,0.083940738,0.068670522,0.053400307,0.038130092,0.022859877,0.007589662,0,0,0,0,0,0,0.335944735,0,0,0,0.290134089,0,0,0.259593659,0,0.244323443,0,0.229053228,0,0.213783013,0,0.198512798,0,0.183242583,0,0.167972367,0.167972367,0,0.152702152,0,0.137431937,0.137431937,0.137431937,0,0.122161722,0.122161722,0,0.106891507,0.106891507,0.106891507,0,0.091621291,0.091621291,0.091621291,0.091621291,0,0.076351076,0.076351076,0.076351076,0.076351076,0,0.061080861,0.061080861,0.061080861,0.061080861,0.061080861,0.061080861,0,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0.045810646,0,0.03054043,0.03054043,0.03054043
AIM 3.0,SSP2 - High Emissions,World,Emissions|HCFC-141b,kt HCFC141b/yr,55.70344713,55.60667596,55.44848347,55.43174151,55.37405199,54.2610556,53.20761464,52.23420287,51.15842223,50.38601642,48.3349581,46.70825138,44.75583014,43.26870804,41.69969084,40.25165039,38.74218862,37.17130551,35.94474479,34.6977103,33.43020203,32.14221999,30.83376417,29.91057829,28.60212247,27.47606474,26.55287887,25.65016677,24.56505659,23.68281827,22.82105373,21.7768911,21.1384722,20.33812899,19.55825956,19.00173576,18.0804158,17.56483956,16.88733901,16.02744038,15.77615733,14.97768003,14.58494645,13.8274167,13.47563068,12.96192035,12.46868379,11.99592101,11.54363201,11.11181679,10.70047534,10.30960767,9.93921378,9.589293664,9.259847325,8.950874763,8.459504115,8.373877193,7.923454099,7.675902868,7.245953551,7.22174796,6.832746197,6.443744434,6.460486397,6.112432188,5.764377979,5.822067496,5.312088978,5.390252272,5.103619394,4.816986516,4.733225501,4.4670664,4.403779162,4.158093838,4.115280377,3.89006883,3.664857283,3.664857283
AIM 3.0,SSP2 - High Emissions,World,Emissions|HCFC-142b,kt HCFC142b/yr,21.0211795,20.88791816,20.74546932,20.59383297,20.60302047,20.1021739,19.57376482,19.35781594,18.9626682,18.54914545,17.94723633,17.3177647,16.83074192,16.15533277,15.79238383,15.25023602,14.6897132,14.28082674,13.86275277,13.4354913,12.99904232,12.55340584,12.26859321,11.81376923,11.5197691,11.05575761,10.92258133,10.45856984,10.32539356,9.861382074,9.728205797,9.264194307,9.301029389,8.846205403,8.722216631,8.437404004,8.322602735,8.046977612,7.771352489,7.665738725,7.569312464,7.31206235,7.224823593,6.976760983,6.89870973,6.659834624,6.760982234,6.370470777,6.310794533,6.260305793,6.219004557,6.016879467,5.814754377,5.782640645,5.759714418,5.575964336,5.562225612,5.387663034,5.383111815,5.387748099,5.23156053,5.07537296,5.089196749,4.942196683,4.965207976,4.997406773,4.698770357,4.900980512,4.611531601,4.652917902,4.703491707,4.593241658,4.482991609,4.542752918,4.441690373,4.510639186,4.248752787,4.3177016,4.395837917,4.395837917
AIM 3.0,SSP2 - High Emissions,World,Emissions|HCFC-22,kt HCFC22/yr,323.7349044,319.240049,315.4059079,311.8830758,308.4346303,295.6017515,283.9299892,273.005285,262.9591694,253.7748185,235.9287591,219.5932212,204.5383731,190.6468654,177.7774342,165.7649011,155.013591,144.9132618,135.5356574,126.9525218,118.197117,110.2959675,102.8757537,96.12070207,89.78193283,84.03171518,78.75756653,73.68669241,69.11580194,65.06880977,60.97621232,57.55586774,54.25022975,51.19569559,48.24391071,45.82798146,43.37840425,41.16797354,39.04833479,37.30423977,35.50258215,33.91615638,32.39660791,31.08033397,29.81898001,28.60058869,27.56155725,26.55353114,25.71290757,24.74297745,24.06488979,23.3938928,22.56967459,22.0133842,21.58862439,20.85033148,20.50440629,20.1296998,19.56590011,19.23415627,18.84971646,18.6973325,18.19554345,18.05025016,17.69194902,17.54178907,17.31501851,17.14803458,16.89248272,16.68476015,16.67322145,16.42476026,16.3605256,16.19576568,16.06687774,15.97386178,15.76836323,15.88348846,15.6013793,15.6013793
AIM 3.0,SSP2 - High Emissions,World,Emissions|N2O,kt N2O/yr,11477.18741,11574.80024,11671.5446,11767.42063,11862.42806,11952.62669,12041.98274,12130.4961,12218.16664,12304.9946,12402.12336,12498.33522,12593.63041,12688.00871,12781.47034,12867.96314,12953.57995,13038.32102,13122.1861,13205.17544,13284.47149,13362.91106,13440.49413,13517.22083,13593.09092,13641.24672,13688.73395,13735.55274,13781.70285,13827.1844,13881.90245,13935.88139,13989.12123,14041.62197,14093.38371,14136.67471,14179.28268,14221.2076,14262.44947,14303.00831,14347.66565,14391.60464,14434.82528,14477.32756,14519.1115,14543.436,14567.1682,14590.3079,14612.85531,14634.81032,14656.66542,14677.92434,14698.58699,14718.65356,14738.12396,14750.22975,14761.79218,14772.81145,14783.28736,14793.2201,14834.8999,14876.5797,14918.2595,14959.9393,15001.6191,15047.2658,15092.9125,15138.5591,15184.2058,15229.8525,15269.8574,15309.8623,15349.8672,15389.8721,15429.877,15454.5488,15479.2206,15503.8923,15528.5641,15553.2359
AIM 3.0,SSP2 - High Emissions,World,Emissions|NF3,kt NF3/yr,3.445940034,3.475144279,3.504308298,3.533472317,3.562676562,3.591840581,3.6210046,3.650208845,3.679372864,3.708536883,3.724506698,3.740436286,3.756406101,3.772335689,3.788265277,3.804235092,3.82016468,3.836134495,3.852064083,3.868033898,3.884888689,3.901783707,3.918678725,3.935573743,3.952468761,3.969363779,3.986258797,4.003153815,4.020048833,4.036903624,4.067314656,4.097685462,4.128096495,4.158467301,4.188878333,4.219249139,4.249660171,4.280030977,4.310442009,4.340812815,4.376614163,4.412375284,4.448176632,4.483937753,4.5197391,4.555540448,4.591301569,4.627102917,4.662864038,4.698665385,4.717933751,4.73716189,4.756430256,4.775698622,4.794966987,4.814235353,4.833463492,4.852731858,4.872000224,4.891268589,4.904985735,4.91870288,4.932420026,4.946177398,4.959894543,4.973611689,4.98736906,5.001086206,5.014803351,5.028520497,5.030974297,5.033468323,5.035922124,5.038375924,5.040829724,5.043283524,5.045737325,5.048191125,5.050644925,5.053098725
AIM 3.0,SSP2 - High Emissions,World,Emissions|NH3,Mt NH3/yr,68.05159309,68.52302037,68.99293416,69.46155012,69.92876035,70.97135566,72.01118983,73.04804831,74.08214537,75.113267,75.75281728,76.39049116,77.02628866,77.66020976,78.29225447,78.84929053,79.40463803,79.95829696,80.51037291,81.06065459,81.52900282,81.99586992,82.46125589,82.92516073,83.38758443,83.80144454,84.21384152,84.62498449,85.03466461,85.44309045,85.61762788,85.79131181,85.96435001,86.13653498,86.30807394,86.35711189,86.40572109,86.45390155,86.50165327,86.54887353,86.52929213,86.50945839,86.4893723,86.46903387,86.44844309,86.41231414,86.37607545,86.33952334,86.30275971,86.26588594,86.41151146,86.55643384,86.70055214,86.84406839,86.9868815,87.0371944,87.0869523,87.13635613,87.18530537,87.2338,87.4703,87.7068,87.9432,88.1797,88.4162,88.4302,88.4443,88.4583,88.4723,88.4863,88.492,88.4976,88.5032,88.5089,88.5145,88.2629,88.0112,87.7596,87.508,87.2564
AIM 3.0,SSP2 - High Emissions,World,Emissions|NOx,Mt NO2/yr,133.141408,133.0891118,133.0369156,132.9847194,132.9324232,134.1838271,135.4352309,136.6865347,137.9379385,139.1893423,137.9204461,136.6515499,135.3826538,134.1137576,132.8448614,131.4406652,130.036369,128.6321728,127.2279766,125.8237805,122.8477843,119.8718881,116.8958919,113.9199957,110.9439995,108.5076033,106.0713072,103.634911,101.1985148,98.7621186,98.48782241,98.21362623,97.93943004,97.66513385,97.39093767,97.02414148,96.6572453,96.29044911,95.92365292,95.55685674,95.26216055,94.96746437,94.67276818,94.37817199,94.08347581,93.60927962,93.13508344,92.66088725,92.18669106,91.71259488,91.22929869,90.74590251,90.26260632,89.77931013,89.29601395,88.85201776,88.40792158,87.96392539,87.5199292,87.07593302,86.32673683,85.57754065,84.82834446,84.07914828,83.32995209,82.7128559,82.09585972,81.47876353,80.86176735,80.24477116,79.66617497,79.08757879,78.5089826,77.93038642,77.35179023,76.68329404,76.01469786,75.34620167,74.67770549,74.0092093
AIM 3.0,SSP2 - High Emissions,World,Emissions|OC,Mt OC/yr,31.45580191,31.32366009,31.19122237,31.05848876,30.92536953,30.6813107,30.43675328,30.19169728,29.9461427,29.70008953,29.35528926,29.00981138,28.66365591,28.31682284,27.96940271,27.62619917,27.28232708,26.93787722,26.59266809,26.2467904,25.79108604,25.33451602,24.87708034,24.4188703,23.95970339,23.62441127,23.28856924,22.95208594,22.61486967,22.27710375,22.11250115,21.94756831,21.78230521,21.61680398,21.45088046,21.30446557,21.15775577,21.01075107,20.86345146,20.71585693,20.58965575,20.46319813,20.33648406,20.20951356,20.08228661,19.97007092,19.85762576,19.74495111,19.63214032,19.51900679,19.39984636,19.28044625,19.16080647,19.04092701,18.92080788,18.84984979,18.7787385,18.70737991,18.63596212,18.56439112,18.43390015,18.30315355,18.17215133,18.04089349,17.90938004,17.77751622,17.64539662,17.51302123,17.38039006,17.2475031,17.10636771,16.96496272,16.82328815,16.68134397,16.53913021,16.32736471,16.11521043,15.90266739,15.68973557,15.47641497
AIM 3.0,SSP2 - High Emissions,World,Emissions|SF6,kt SF6/yr,9.092413287,9.169471235,9.246423042,9.32337485,9.400432797,9.477384605,9.554336412,9.63139436,9.708346168,9.785297975,9.827435723,9.869467331,9.91160508,9.953636688,9.995668296,10.03780604,10.07983765,10.1219754,10.16400701,10.20614476,10.25061759,10.29519657,10.33977555,10.38435453,10.42893351,10.47351248,10.51809146,10.56267044,10.60724942,10.65172226,10.73196442,10.81210044,10.8923426,10.97247862,11.05272078,11.1328568,11.21309896,11.29323498,11.37347714,11.45361316,11.54807814,11.64243697,11.73690195,11.83126079,11.92572577,12.02019074,12.11454958,12.20901456,12.3033734,12.39783837,12.44867964,12.49941476,12.55025602,12.60109728,12.65193855,12.70277981,12.75351493,12.8043562,12.85519746,12.90603872,12.94223261,12.97842649,13.01462038,13.0509204,13.08711429,13.12330817,13.1596082,13.19580208,13.23199597,13.26818985,13.27466442,13.28124512,13.28771969,13.29419425,13.30066882,13.30714339,13.31361795,13.32009252,13.32656708,13.33304165
AIM 3.0,SSP2 - High Emissions,World,Emissions|SO2F2,kt SO2F2/yr,3.941139759,3.854846614,3.768913097,3.683370736,3.598219533,3.513459486,3.429090596,3.345112863,3.261526287,3.178361671,3.122347472,3.066614359,3.011131528,2.955868498,2.900886313,2.846154409,2.791672788,2.737411291,2.683430316,2.629699622,2.592912228,2.556285072,2.519818155,2.483511476,2.44739463,2.411408349,2.375582306,2.339916502,2.304410937,2.2690948,2.24430153,2.219639919,2.195051829,2.170595236,2.146241112,2.121960751,2.097811646,2.073736465,2.049792378,2.02595076,2.008664493,1.991443903,1.974317131,1.957227814,1.940204175,1.923274111,1.906381744,1.889555055,1.872821699,1.856126282,1.843538348,1.830964955,1.818461013,1.805999027,1.793578997,1.781173831,1.768837793,1.75654371,1.744291584,1.732054644,1.716956862,1.701832311,1.686707759,1.671583208,1.656485426,1.646821775,1.637158124,1.627521241,1.61785759,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939,1.608193939
AIM 3.0,SSP2 - High Emissions,World,Emissions|Sulfur,Mt SO2/yr,75.16935643,74.68786098,74.20696756,73.72678028,73.24709085,74.16314409,75.07793878,75.99126707,76.90323293,77.81383635,76.09136808,74.37125612,72.65350046,70.93820449,69.22516137,67.92632317,66.62936039,65.33416974,64.04075123,62.74910486,59.84503574,56.94503592,54.04900271,51.15714159,48.26934977,46.67462306,45.08222715,43.49205947,41.90412002,40.3184088,40.37684983,40.43526776,40.49356039,40.55162583,40.60966795,40.60113779,40.59247624,40.58388673,40.57526751,40.56661858,40.62627715,40.68580736,40.74531044,40.80458384,40.86372886,40.77535062,40.68705756,40.59884969,40.51072701,40.42268952,40.36423021,40.3058132,40.2474385,40.18920653,40.13091635,40.15561058,40.18022606,40.20476279,40.22922077,40.2535,40.0418,39.8301,39.6184,39.4066,39.1949,39.0344,38.874,38.7135,38.553,38.3926,38.2762,38.1598,38.0434,37.927,37.8107,37.5806,37.3506,37.1206,36.8906,36.6606
AIM 3.0,SSP2 - High Emissions,World,Emissions|VOC,Mt VOC/yr,199.5853842,199.2371683,198.8892466,198.5416193,198.1942863,200.985303,203.7720986,206.5546731,209.3330266,212.1071589,211.4283386,210.7502776,210.0729759,209.3963242,208.7205411,207.7181746,206.7170419,205.7170339,204.7183687,203.7209371,201.1186108,198.5198545,195.9246682,193.3331602,190.7451139,188.0592399,185.3770838,182.6986459,180.023926,177.3529242,176.3022983,175.2531294,174.205202,173.1586237,172.1133946,171.2129275,170.3134915,169.4153011,168.5181418,167.622121,166.8197129,166.0184137,165.2180094,164.4186071,163.6202067,162.4467051,161.2747627,160.104273,158.9354489,157.7681841,156.6869396,155.6072348,154.5288574,153.4519135,152.3764032,151.4719968,150.5687707,149.6667249,148.765965,147.8662798,146.2683215,144.6725915,143.0790897,141.4878162,139.8987708,138.6313227,137.3656225,136.1016702,134.839466,133.5791144,132.3093119,131.0413788,129.7752101,128.5108061,127.2481666,125.8452818,124.4443768,123.0453474,121.6484019,120.2534361
AIM 3.0,SSP2 - Low Emissions,World,Emissions|BC,Mt BC/yr,7.115433209,7.059680238,7.003827268,6.948074297,6.892321326,6.810168356,6.728015385,6.645762415,6.563609444,6.481456473,6.321603503,6.161850532,6.001997562,5.842144591,5.68239162,5.56283865,5.443285679,5.323832708,5.204279738,5.084726767,4.921673797,4.758520826,4.595367855,4.432314885,4.269161914,4.178008944,4.086955973,3.995803002,3.904750032,3.813597061,3.764744091,3.71589112,3.667038149,3.618085179,3.569232208,3.525579237,3.481926267,3.438373296,3.394720326,3.351067355,3.314514384,3.278061414,3.241508443,3.204955473,3.168502502,3.130049531,3.091696561,3.05324359,3.01489062,2.976437649,2.944184678,2.911831708,2.879578737,2.847325766,2.814972796,2.787119825,2.759266855,2.731413884,2.703560913,2.675807943,2.660054972,2.644302002,2.628649031,2.61289606,2.59724309,2.588090119,2.578937149,2.569784178,2.560631207,2.551478237,2.542425266,2.533372295,2.524419325,2.515366354,2.506313384,2.456660413,2.406907442,2.357254472,2.307501501,2.257848531
AIM 3.0,SSP2 - Low Emissions,World,Emissions|C2F6,kt C2F6/yr,2.256398765,2.054532931,1.853902624,1.654507843,1.456348589,1.259182873,1.063254238,0.868562684,0.675108212,0.482890821,0.462628161,0.442606236,0.422587337,0.402690514,0.382915765,0.363263092,0.343849211,0.3244403,0.305269404,0.286104254,0.273164777,0.260306166,0.247528419,0.234831538,0.222215521,0.209793589,0.197451743,0.185189986,0.173008316,0.160906734,0.15389259,0.146923544,0.139999596,0.133230855,0.126396714,0.119717001,0.113190551,0.10659909,0.100160114,0.093656906,0.089990072,0.086347342,0.082728717,0.079134195,0.075563778,0.072017464,0.068495255,0.06499715,0.061523148,0.058177139,0.055992944,0.053823523,0.051771597,0.049631335,0.047607789,0.045496684,0.043501519,0.041419573,0.039452788,0.0375,0.0357,0.0339,0.0321,0.0304,0.0286,0.0274,0.0261,0.0248,0.0236,0.0223,0.022,0.0216,0.0213,0.0209,0.0206,0.0202,0.0199,0.0195,0.0192,0.0188
